file,lhs,op,rhs,beta,se,z,pval,level,sub_membership
FisherData27,enthusiastic,~,accepted,0.284094041275752,0.059474972046237,4.77669902988591,1.7819617392778E-06,ind,2
FisherData27,accepted,~,positive,0.159628070320343,0.0956075962930983,1.66961702322252,0.0949951601560914,sub,2
FisherData28,energetic,~,energeticlag,0.577228715458503,0.0630073470991442,9.16129216724859,0,group,2
FisherData28,enthusiastic,~,enthusiasticlag,0.529071993608193,0.0615771556548854,8.59201741264932,0,group,2
FisherData28,content,~,contentlag,0.240797717580429,0.0687919745065555,3.50037514270625,0.000464603826652921,group,2
FisherData28,positive,~,positivelag,0.313961885163962,0.0594583373915974,5.28036771523199,1.28924878994852E-07,group,2
FisherData28,accepted,~,acceptedlag,0.379021873580985,0.059918105694045,6.3256651589814,2.52144083390249E-10,group,2
FisherData28,enthusiastic,~,energetic,0.375334325777281,0.0663246788083422,5.65904475560118,1.52217858317982E-08,group,2
FisherData28,content,~,positive,0.209123884835666,0.0961680804405253,2.17456648690204,0.0296626179946409,group,2
FisherData28,positive,~,enthusiastic,0.627760267551271,0.0522736971731452,12.0091040331804,0,group,2
FisherData28,content,~,enthusiastic,0.45858413485684,0.0920100012432195,4.98406834757689,6.22610703882032E-07,ind,2
FisherData28,accepted,~,positive,0.597120357672205,0.0553501221889774,10.7880585273779,0,sub,2
FisherData29,energetic,~,energeticlag,0.515216390839967,0.071684968712332,7.18723046260232,6.61248833466743E-13,group,2
FisherData29,enthusiastic,~,enthusiasticlag,0.599176638051388,0.0822122346358126,7.28816873432095,3.14193115968919E-13,group,2
FisherData29,content,~,contentlag,0.095630073801925,0.0564801872115398,1.69316141683019,0.0904247464821226,group,2
FisherData29,positive,~,positivelag,0.347063027053518,0.0622100956576846,5.57888592493502,2.42063915578683E-08,group,2
FisherData29,accepted,~,acceptedlag,0.411937315051559,0.0769137000114819,5.35583797151956,8.5160799523365E-08,group,2
FisherData29,enthusiastic,~,energetic,0.725209050500075,0.0537313102618151,13.4969545124876,0,group,2
FisherData29,content,~,positive,0.823475691884355,0.042128600634653,19.5467136216009,0,group,2
FisherData29,positive,~,enthusiastic,0.628908344001777,0.0543580709642148,11.5697325686153,0,group,2
FisherData29,enthusiastic,~,energeticlag,-0.41604823211067,0.0872892854358004,-4.76631501831534,1.87625829184412E-06,ind,2
FisherData29,accepted,~,positive,0.383933348072534,0.0762757887354376,5.03348905908015,4.81632316695624E-07,sub,2
FisherData3,energetic,~,energeticlag,0.310134200874461,0.0809578925094643,3.83080872366095,0.00012772276809847,group,1
FisherData3,enthusiastic,~,enthusiasticlag,0.327066331229168,0.0679698447894653,4.81193288350513,1.49477555821953E-06,group,1
FisherData3,content,~,contentlag,0.485359302658988,0.0745168279235122,6.51341872948732,7.3459460736558E-11,group,1
FisherData3,positive,~,positivelag,0.178217242289723,0.089879681728196,1.98284238287211,0.0473850381718721,group,1
FisherData3,accepted,~,acceptedlag,0.347157415566771,0.0846406478105622,4.10154487881235,4.10400886563522E-05,group,1
FisherData3,enthusiastic,~,energetic,0.415276745806623,0.0681220656105014,6.09606802267321,1.0870917499517E-09,group,1
FisherData3,content,~,positive,0.0248868244745181,0.0904709342009627,0.275080883095968,0.783254098308862,group,1
FisherData3,positive,~,enthusiastic,0.24979075734935,0.0926927241347024,2.69482593894156,0.0070425409860515,group,1
FisherData3,enthusiastic,~,content,0.348785456382897,0.0666772110830918,5.23095448530754,1.6863703033998E-07,ind,1
FisherData3,energetic,~,accepted,0.314540754293123,0.0808286831692647,3.89144969285764,9.96470517478087E-05,ind,1
FisherData30,energetic,~,energeticlag,0.396421213322083,0.0745194978424464,5.31969786162839,1.03939719497959E-07,group,1
FisherData30,enthusiastic,~,enthusiasticlag,0.478405500186823,0.0720309821679765,6.64166287599938,3.1016300638953E-11,group,1
FisherData30,content,~,contentlag,0.475149477937708,0.081565468229449,5.82537547140759,5.69843372488776E-09,group,1
FisherData30,positive,~,positivelag,0.582911466877638,0.0766945710681668,7.60042671546518,2.95319324550292E-14,group,1
FisherData30,accepted,~,acceptedlag,0.545071734698801,0.0706437875391933,7.71577733422623,1.19904086659517E-14,group,1
FisherData30,enthusiastic,~,energetic,0.334898783751505,0.0774673543042362,4.32309566732153,1.53854976947532E-05,group,1
FisherData30,content,~,positive,0.214865266680972,0.088192509685991,2.43632103730803,0.0148375094495219,group,1
FisherData30,positive,~,enthusiastic,0.249449407049432,0.086537031315563,2.88257412182073,0.00394440323689582,group,1
FisherData30,energetic,~,content,0.280646221643592,0.0779546573722016,3.60012128978543,0.00031806877780971,ind,1
FisherData30,enthusiastic,~,accepted,0.203821151252607,0.0654326285003132,3.11497728158103,0.0018395907775075,ind,1
FisherData30,energetic,~,positivelag,0.233296842725054,0.0829109806255181,2.81382322299117,0.00489561420187701,ind,1
FisherData31,energetic,~,energeticlag,0.257510312033762,0.0829410502811087,3.10473898221681,0.00190447007138439,group,1
FisherData31,enthusiastic,~,enthusiasticlag,0.319615418588407,0.0969196544407576,3.29773584555827,0.000974677815886782,group,1
FisherData31,content,~,contentlag,0.262757128210915,0.0707334501663308,3.71475062495944,0.00020340418609921,group,1
FisherData31,positive,~,positivelag,0.408442475118611,0.0666307777995524,6.12993707423531,8.79138317699812E-10,group,1
FisherData31,accepted,~,acceptedlag,0.652467003087109,0.0538729026827478,12.1112279197099,0,group,1
FisherData31,enthusiastic,~,energetic,0.293629878585534,0.10867973094107,2.70179062869369,0.00689671764652755,group,1
FisherData31,content,~,positive,0.473060564231276,0.0724147866831904,6.53265149148173,6.4615424122394E-11,group,1
FisherData31,positive,~,enthusiastic,0.53006564201752,0.0658375068633843,8.05111960143675,8.88178419700125E-16,group,1
FisherData31,accepted,~,enthusiastic,0.310825990524927,0.0661127931780702,4.70144998544744,2.58320540758028E-06,ind,1
FisherData31,energetic,~,positive,0.32046681529025,0.0878187158386185,3.64918585098831,0.000263072734080882,ind,1
FisherData31,energetic,~,enthusiasticlag,0.256392781818099,0.0868382190988397,2.95253385524031,0.0031517750678034,ind,1
FisherData31,content,~,accepted,0.221019762686218,0.0831339328191167,2.65859866352184,0.00784663719335565,ind,1
FisherData32,energetic,~,energeticlag,0.579898555617771,0.0591286610826908,9.80740211260304,0,group,1
FisherData32,enthusiastic,~,enthusiasticlag,0.292105667717516,0.0597082811279147,4.89221364607247,9.97081236020492E-07,group,1
FisherData32,content,~,contentlag,0.336265279569068,0.075330792831768,4.46384893784446,8.05003294890305E-06,group,1
FisherData32,positive,~,positivelag,0.29828550797283,0.060884445436094,4.89920711006424,9.62241730517732E-07,group,1
FisherData32,accepted,~,acceptedlag,0.80980172629536,0.03066566951488,26.4074366908056,0,group,1
FisherData32,enthusiastic,~,energetic,0.625507742712237,0.0514233217199107,12.1638922144939,0,group,1
FisherData32,content,~,positive,0.181783237740221,0.0662714809266709,2.74300853396296,0.00608791032933431,group,1
FisherData32,positive,~,enthusiastic,0.532599143644699,0.054837361713049,9.71234076562007,0,group,1
FisherData32,positive,~,accepted,0.321278451019804,0.0569820785008721,5.63823678377908,1.71800171866465E-08,ind,1
FisherData32,content,~,accepted,0.39341700397314,0.0761575452594608,5.16583094469247,2.39373076249549E-07,ind,1
FisherData33,energetic,~,energeticlag,0.466008542353881,0.0714628263357226,6.52099232913958,6.98436863899587E-11,group,2
FisherData33,enthusiastic,~,enthusiasticlag,0.105461724452698,0.0805722434923647,1.30890887334782,0.190565220527181,group,2
FisherData33,content,~,contentlag,0.200950924919353,0.0488247713512923,4.11575762379959,3.85909677855789E-05,group,2
FisherData33,positive,~,positivelag,0.161015631157814,0.0444630592045003,3.62133496971608,0.000293086740442927,group,2
FisherData33,accepted,~,acceptedlag,0.642542450367949,0.0733017778237881,8.76571441299244,0,group,2
FisherData33,enthusiastic,~,energetic,0.607286589084315,0.0518253542223209,11.7179438172129,0,group,2
FisherData33,content,~,positive,0.762878782116426,0.0378568736287284,20.1516583117287,0,group,2
FisherData33,positive,~,enthusiastic,0.81829686903076,0.0328325299453741,24.9233571214957,0,group,2
FisherData33,accepted,~,positivelag,-0.524566171836806,0.0794778141533517,-6.60015851498709,4.1071812617588E-11,ind,2
FisherData33,enthusiastic,~,acceptedlag,0.313677658478652,0.0791678317515425,3.96218579615881,7.4266709468418E-05,ind,2
FisherData33,accepted,~,positive,0.696963661150031,0.0568067556580333,12.2690277428556,0,sub,2
FisherData34,energetic,~,energeticlag,0.44288908289664,0.0660886836653766,6.70143598470045,2.0638157849362E-11,group,2
FisherData34,enthusiastic,~,enthusiasticlag,0.459045962736317,0.0942120618882116,4.87247549343526,1.10208530346156E-06,group,2
FisherData34,content,~,contentlag,0.409806472695714,0.0675327556229299,6.06826226644555,1.29301636064838E-09,group,2
FisherData34,positive,~,positivelag,0.00119701171851293,0.101926632438005,0.0117438562413115,0.990629973804059,group,2
FisherData34,accepted,~,acceptedlag,0.340616593724427,0.0750836176026696,4.53649683645926,5.71963470474834E-06,group,2
FisherData34,enthusiastic,~,energetic,-0.0287929352971061,0.160880950769383,-0.178970444663643,0.857960908720174,group,2
FisherData34,content,~,positive,0.397068517057712,0.0673863776106808,5.89241522005742,3.80591380633177E-09,group,2
FisherData34,positive,~,enthusiastic,0.595265042404263,0.135552729165426,4.39139105548964,1.12627765125328E-05,group,2
FisherData34,positive,~,energetic,0.452020397242816,0.113952045920056,3.96675982070506,7.28563453751274E-05,ind,2
FisherData34,energetic,~,enthusiastic,0.403816513314081,0.118382632464336,3.41111280352491,0.000646983190507822,ind,2
FisherData34,positive,~,accepted,-0.552609254661782,0.222036492986816,-2.48882175730723,0.0128167204148708,ind,2
FisherData34,accepted,~,contentlag,-0.253352013022886,0.0805015214715673,-3.14717049307408,0.00164858803040779,ind,2
FisherData34,accepted,~,positive,0.823598621070093,0.0920021889885086,8.95194592786225,0,sub,2
FisherData35,energetic,~,energeticlag,0.29371286377577,0.0914794986795587,3.21069603589116,0.00132413917094798,group,1
FisherData35,enthusiastic,~,enthusiasticlag,0.575583647013758,0.0759417607142967,7.57927708812524,3.46389583683049E-14,group,1
FisherData35,content,~,contentlag,0.618359713203781,0.113506321857729,5.4477997620154,5.09967224004981E-08,group,1
FisherData35,positive,~,positivelag,0.400219841046139,0.0726078906995398,5.51207089464004,3.54636009447518E-08,group,1
FisherData35,accepted,~,acceptedlag,0.559535876961165,0.0783035203958609,7.14573079387044,8.95283847057726E-13,group,1
FisherData35,enthusiastic,~,energetic,0.615940319070381,0.0731961433759536,8.41492858314622,0,group,1
FisherData35,content,~,positive,0.823135819938811,0.120711689704905,6.81902326072209,9.16622333591022E-12,group,1
FisherData35,positive,~,enthusiastic,0.512365643767312,0.0758389633941534,6.75596844730622,1.41884282101046E-11,group,1
FisherData35,accepted,~,content,0.635933366028249,0.0903918022413136,7.03529911186566,1.98840943710366E-12,ind,1
FisherData35,accepted,~,positivelag,-0.324616749822785,0.0853704044556331,-3.80245064894226,0.000143271812480306,ind,1
FisherData35,enthusiastic,~,energeticlag,-0.332213289611273,0.0864815711171435,-3.84143448505663,0.000122317384920301,ind,1
FisherData35,energetic,~,content,-0.351851592639644,0.103366172683581,-3.40393364197313,0.000664228877070183,ind,1
FisherData35,content,~,positivelag,-0.437113159377478,0.127614124642114,-3.42527255978393,0.000614182930258167,ind,1
FisherData35,content,~,accepted,-0.344943693385154,0.139073354261951,-2.48030037972218,0.013127174414868,ind,1
FisherData36,energetic,~,energeticlag,0.349688664157922,0.0736035012039597,4.75097866864939,2.02434489082748E-06,group,2
FisherData36,enthusiastic,~,enthusiasticlag,0.607822336186183,0.130812227555816,4.64652538637362,3.3757260795575E-06,group,2
FisherData36,content,~,contentlag,0.419618498310701,0.0917304270024528,4.57447449033983,4.77416769650851E-06,group,2
FisherData36,positive,~,positivelag,0.512623329060384,0.0886641969956582,5.78162715538366,7.39815297912116E-09,group,2
FisherData36,accepted,~,acceptedlag,0.504295497787774,0.0849238978446109,5.9382047996726,2.88159940353694E-09,group,2
FisherData36,enthusiastic,~,energetic,-0.141491971891041,0.215232440303072,-0.657391477287553,0.510929230275189,group,2
FisherData36,content,~,positive,0.67624268496758,0.069135975837061,9.78134287944878,0,group,2
FisherData36,positive,~,enthusiastic,0.712927069977268,0.0599259820836306,11.8967940981315,0,group,2
FisherData36,energetic,~,enthusiastic,0.593307488883837,0.113187196326499,5.24182511926869,1.58996026566882E-07,ind,2
FisherData36,content,~,positivelag,-0.320656813428379,0.095895713233067,-3.34380758657113,0.00082637030457744,ind,2
FisherData36,accepted,~,positivelag,-0.33680702495275,0.101439330955202,-3.32028042556286,0.000899270682392928,ind,2
FisherData36,positive,~,enthusiasticlag,-0.309221273556096,0.0988265447243803,-3.12892932175753,0.00175444503512923,ind,2
FisherData36,content,~,accepted,0.200433338809747,0.0702376786161738,2.85364412319277,0.00432209181798271,ind,2
FisherData36,accepted,~,positive,0.694352654137634,0.0659667821268235,10.5257924026477,0,sub,2
FisherData37,energetic,~,energeticlag,0.247349736473051,0.0700211238003737,3.53250166590058,0.000411647632486023,group,2
FisherData37,enthusiastic,~,enthusiasticlag,0.264228640909541,0.0589274590935678,4.48396460621163,7.32688204818643E-06,group,2
FisherData37,content,~,contentlag,0.366204392305399,0.0724738740128875,5.05291592719716,4.35115459662683E-07,group,2
FisherData37,positive,~,positivelag,0.260024025812867,0.0590363426695356,4.40447382163203,1.06040944636288E-05,group,2
FisherData37,accepted,~,acceptedlag,0.211982068996626,0.0679906897532558,3.1178102438132,0.00182200070489302,group,2
FisherData37,enthusiastic,~,energetic,0.642433075727083,0.054248922979814,11.8423194496623,0,group,2
FisherData37,content,~,positive,0.483547755790198,0.075713803834276,6.38652044016435,1.69702696339868E-10,group,2
FisherData37,positive,~,enthusiastic,0.650674346170092,0.0541538746706683,12.0152869970451,0,group,2
FisherData37,energetic,~,content,0.58186222244296,0.0679079593561906,8.56839504469541,0,ind,2
FisherData37,accepted,~,positive,0.648295306629826,0.0576106027454698,11.2530554400562,0,sub,2
FisherData38,energetic,~,energeticlag,0.652088568900464,0.0586467919438996,11.1189128558684,0,group,1
FisherData38,enthusiastic,~,enthusiasticlag,0.297295041000235,0.086994287568157,3.41740876683788,0.000632202792301362,group,1
FisherData38,content,~,contentlag,0.514263516310235,0.074672439368942,6.88692535902515,5.7012172760551E-12,group,1
FisherData38,positive,~,positivelag,0.348262336721786,0.0878777238201211,3.96303319638379,7.40034867636741E-05,group,1
FisherData38,accepted,~,acceptedlag,0.365552943220876,0.08841316993716,4.13459831245384,3.55576014696712E-05,group,1
FisherData38,enthusiastic,~,energetic,0.379175483111321,0.0777021193841085,4.87986024212448,1.06161043245123E-06,group,1
FisherData38,content,~,positive,0.306928467495154,0.0812477028113877,3.77768794531548,0.000158291042033021,group,1
FisherData38,positive,~,enthusiastic,0.172927355288094,0.0934540464062248,1.85039986964733,0.0642559377930374,group,1
FisherData38,positive,~,energeticlag,0.268700790415798,0.0894703409890739,3.00323869838176,0.00267122828114696,ind,1
FisherData38,enthusiastic,~,contentlag,0.256853239187625,0.0856493135403188,2.99889431182322,0.00270961281844651,ind,1
FisherData39,energetic,~,energeticlag,0.454757044135556,0.0793498098171012,5.73104138729199,9.98159066512017E-09,group,1
FisherData39,enthusiastic,~,enthusiasticlag,0.297075557310952,0.0771340858090084,3.85141736231294,0.000117436159174922,group,1
FisherData39,content,~,contentlag,0.530682519738144,0.0859996376391248,6.17075297415805,6.79655443036609E-10,group,1
FisherData39,positive,~,positivelag,0.313726128892663,0.0702491164189844,4.46590853928349,7.97296681276372E-06,group,1
FisherData39,accepted,~,acceptedlag,0.130268786529413,0.0872472223997447,1.4930995273701,0.135411136256083,group,1
FisherData39,enthusiastic,~,energetic,0.574258911638815,0.0675429725325184,8.50212672180425,0,group,1
FisherData39,content,~,positive,0.577773514444557,0.0719482182618343,8.03040754034965,8.88178419700125E-16,group,1
FisherData39,positive,~,enthusiastic,0.65125729918393,0.0588786609342903,11.0610073131715,0,group,1
FisherData39,accepted,~,positive,0.641542664427119,0.0689445948947354,9.305191587631,0,ind,1
FisherData39,content,~,positivelag,-0.404818263392244,0.0897887739972401,-4.50856209936319,6.52684658941638E-06,ind,1
FisherData39,content,~,enthusiastic,0.282434481030117,0.0695194538934829,4.06266829228636,4.85149469020563E-05,ind,1
FisherData4,energetic,~,energeticlag,0.476306244995559,0.0730536277029096,6.5199533544395,7.03292979409298E-11,group,1
FisherData4,enthusiastic,~,enthusiasticlag,0.346809261454061,0.0690220172723335,5.02461787063814,5.04435912818124E-07,group,1
FisherData4,content,~,contentlag,0.411941350879857,0.0703204249762142,5.85806116813422,4.68302174816415E-09,group,1
FisherData4,positive,~,positivelag,0.341536915406254,0.0688575585841046,4.96004973788158,7.0475132663006E-07,group,1
FisherData4,accepted,~,acceptedlag,0.456824539449096,0.0775558774156434,5.89026331300266,3.85580745110303E-09,group,1
FisherData4,enthusiastic,~,energetic,0.376797143549597,0.0681376704968468,5.52993873729561,3.20342641302318E-08,group,1
FisherData4,content,~,positive,0.379851491971586,0.0760856096314273,4.9924222702776,5.96267133667894E-07,group,1
FisherData4,positive,~,enthusiastic,0.330703173818277,0.081155268347335,4.0749439999743,4.6025421252649E-05,group,1
FisherData4,accepted,~,enthusiastic,0.505286154292053,0.0752648683460075,6.71343968834374,1.9009016583027E-11,ind,1
FisherData4,enthusiastic,~,content,0.246287566182548,0.0758579411724325,3.24669457641504,0.00116753609478759,ind,1
FisherData4,accepted,~,enthusiasticlag,-0.252105634725687,0.0923116205626984,-2.73102815429891,0.0063137077710349,ind,1
FisherData4,positive,~,accepted,0.197388569671537,0.0790845119811712,2.49591942501375,0.0125631134915176,ind,1
FisherData4,content,~,energeticlag,-0.148757063597022,0.0719813428242703,-2.06660584201917,0.03877130988473,ind,1
FisherData40,energetic,~,energeticlag,0.567063608914571,0.067020749677533,8.46101560550978,0,group,1
FisherData40,enthusiastic,~,enthusiasticlag,0.442771633715892,0.102741547451531,4.30956749921227,1.6357412851109E-05,group,1
FisherData40,content,~,contentlag,0.380684023512084,0.0841188998587507,4.52554686463226,6.02395299220682E-06,group,1
FisherData40,positive,~,positivelag,0.151805165123407,0.103042248842164,1.47323225986591,0.140688419208846,group,1
FisherData40,accepted,~,acceptedlag,0.65887317314785,0.0532377987093659,12.3760408792398,0,group,1
FisherData40,enthusiastic,~,energetic,0.497846591583933,0.117172672799026,4.24882849978028,2.14891351042468E-05,group,1
FisherData40,content,~,positive,-0.0938483946431295,0.110036348055426,-0.852885399248776,0.393722859312259,group,1
FisherData40,positive,~,enthusiastic,0.723014034823525,0.138173955717352,5.23263614383682,1.67109485582628E-07,group,1
FisherData40,enthusiastic,~,positive,-0.557591625490301,0.178611057078346,-3.1218203095104,0.00179736606145475,ind,1
FisherData40,accepted,~,contentlag,-0.18791244160379,0.0680405278699705,-2.76177224790057,0.00574885651142676,ind,1
FisherData40,energetic,~,enthusiasticlag,0.313423506603997,0.0795832090323774,3.93831199338148,8.20568530965904E-05,ind,1
FisherData40,energetic,~,contentlag,-0.255782246816989,0.0698711429322854,-3.6607709002968,0.000251457529386379,ind,1
FisherData40,content,~,positivelag,0.30326943869498,0.0888979335989507,3.41143406170871,0.00064622129008618,ind,1
FisherData40,enthusiastic,~,content,0.428764424235394,0.115911987007684,3.69905162791291,0.000216406581582396,ind,1
FisherData5,energetic,~,energeticlag,0.543619591542813,0.0578897998015621,9.39059373855606,0,group,1
FisherData5,enthusiastic,~,enthusiasticlag,0.438885615720195,0.0619270981274804,7.08713356496577,1.36912703396774E-12,group,1
FisherData5,content,~,contentlag,0.40421993920818,0.065835904878764,6.13980987961729,8.2620310593029E-10,group,1
FisherData5,positive,~,positivelag,0.633376384211998,0.0506952190600539,12.4938090012333,0,group,1
FisherData5,accepted,~,acceptedlag,0.508647573352218,0.0569688085765371,8.9285274883159,0,group,1
FisherData5,enthusiastic,~,energetic,0.459907164757614,0.0620772349908261,7.40862837762635,1.27675647831893E-13,group,1
FisherData5,content,~,positive,0.491659654193054,0.0649276772682188,7.57242018934374,3.66373598126302E-14,group,1
FisherData5,positive,~,enthusiastic,0.314286459162935,0.0562256666344982,5.58973290981132,2.27419141296537E-08,group,1
FisherData5,accepted,~,positive,0.364379505583132,0.059506823248471,6.12332310299381,9.16435816122885E-10,ind,1
FisherData5,energetic,~,content,0.371295460313703,0.0613254921817112,6.05450436848565,1.40850642260659E-09,ind,1
FisherData6,energetic,~,energeticlag,0.692065201121993,0.047762244432305,14.4897964772757,0,group,2
FisherData6,enthusiastic,~,enthusiasticlag,0.683597625522018,0.0477463113931924,14.3172866254017,0,group,2
FisherData6,content,~,contentlag,0.285765493575924,0.0643490321823911,4.44086700116872,8.95971597025813E-06,group,2
FisherData6,positive,~,positivelag,0.438790977737797,0.0694328850509443,6.3196420171198,2.62169841391824E-10,group,2
FisherData6,accepted,~,acceptedlag,0.428733082610845,0.0671623438456193,6.38353365981896,1.73047576268459E-10,group,2
FisherData6,enthusiastic,~,energetic,0.219928732970004,0.0609226366503077,3.60996741215226,0.000306235476435601,group,2
FisherData6,content,~,positive,0.274339359956399,0.0742968592646684,3.692475868719,0.000222081419088527,group,2
FisherData6,positive,~,enthusiastic,0.451492457029929,0.0690096118421218,6.54245756464825,6.0516036626268E-11,group,2
FisherData6,content,~,enthusiastic,0.41255230967015,0.0705916261155228,5.84421031745339,5.08976905067016E-09,ind,2
FisherData6,accepted,~,positive,0.46826057135235,0.0658666621169165,7.10921969176403,1.16706644348596E-12,sub,2
FisherData7,energetic,~,energeticlag,0.423254882033868,0.0712859557894738,5.93742311997402,2.89536750130992E-09,group,2
FisherData7,enthusiastic,~,enthusiasticlag,0.52689532443418,0.0731869610815709,7.19930595078167,6.05293593025635E-13,group,2
FisherData7,content,~,contentlag,0.362492764644616,0.0672610550605482,5.38934104316832,7.07164962143736E-08,group,2
FisherData7,positive,~,positivelag,0.253243265878365,0.0670162873928642,3.77883162034622,0.000157565917634717,group,2
FisherData7,accepted,~,acceptedlag,0.372705680971784,0.0659394405046434,5.65224208939926,1.5836832290006E-08,group,2
FisherData7,enthusiastic,~,energetic,0.491660039157466,0.074324073123202,6.61508470267062,3.71338515492425E-11,group,2
FisherData7,content,~,positive,0.647453362179804,0.0583015766554245,11.1052461926785,0,group,2
FisherData7,positive,~,enthusiastic,0.556003915749909,0.061133825606582,9.09486540770397,0,group,2
FisherData7,content,~,enthusiasticlag,-0.247082199965463,0.0715376964294161,-3.45387414325329,0.000552595197116812,ind,2
FisherData7,enthusiastic,~,energeticlag,-0.277719251314723,0.0859465253833774,-3.23130283715269,0.00123227305240459,ind,2
FisherData7,energetic,~,content,0.259252403798716,0.0822868576486239,3.15059307411834,0.00162939331519052,ind,2
FisherData7,accepted,~,positive,0.485437488502191,0.0628179478970148,7.72768778276597,1.08801856413265E-14,sub,2
FisherData8,energetic,~,energeticlag,0.603925374141986,0.0614161411043736,9.8333331154044,0,group,1
FisherData8,enthusiastic,~,enthusiasticlag,0.601205554963004,0.066008944070632,9.10794080147217,0,group,1
FisherData8,content,~,contentlag,0.454511327582087,0.0659009165287169,6.89688932298885,5.3153037526954E-12,group,1
FisherData8,positive,~,positivelag,0.369493670656489,0.0821768023741982,4.49632572674186,6.91377965345019E-06,group,1
FisherData8,accepted,~,acceptedlag,0.423626141710371,0.0702495191207782,6.03030664141688,1.63648872231192E-09,group,1
FisherData8,enthusiastic,~,energetic,0.211640805541935,0.0791145465573747,2.67511873291785,0.00747027884700757,group,1
FisherData8,content,~,positive,0.193349191527499,0.074926116600059,2.58053133274688,0.00986484038521551,group,1
FisherData8,positive,~,enthusiastic,0.196776948143855,0.0847839559763786,2.32092199376351,0.0202910542916881,group,1
FisherData8,accepted,~,content,0.387488926782594,0.0713689227844755,5.4293789462503,5.65504951755003E-08,ind,1
FisherData8,content,~,energetic,0.304300744588343,0.0728470623417533,4.17725485155122,2.95048384462149E-05,ind,1
FisherData9,energetic,~,energeticlag,0.358237667111659,0.0686277624705715,5.22001088503032,1.78912614945403E-07,group,1
FisherData9,enthusiastic,~,enthusiasticlag,0.403988075370675,0.0663903781555671,6.08503952822867,1.16462572918863E-09,group,1
FisherData9,content,~,contentlag,0.473254911207087,0.0605205280833292,7.81974193211721,5.32907051820075E-15,group,1
FisherData9,positive,~,positivelag,0.364403053191936,0.0663897823165481,5.48884241635939,4.04576354640085E-08,group,1
FisherData9,accepted,~,acceptedlag,0.416385809709283,0.0701143210091337,5.93866992814551,2.8734372659045E-09,group,1
FisherData9,enthusiastic,~,energetic,0.336687128676604,0.0718469786967594,4.68616961748163,2.78365593042729E-06,group,1
FisherData9,content,~,positive,0.148920997594065,0.0763794656987323,1.94975175895393,0.051205713909739,group,1
FisherData9,positive,~,enthusiastic,0.32742976869024,0.0702582627118397,4.66037382724898,3.15635597525343E-06,group,1
FisherData9,content,~,enthusiastic,0.227566008492136,0.0720134860975466,3.16004710817477,0.00157743631925444,ind,1
FisherData9,energetic,~,positive,0.232541432863071,0.0769219153525706,3.02308427705188,0.00250212550534856,ind,1